id,poste,ville,departement,region,lieux_poste,etablissements,finess,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
123,directeur adjoint,Non renseigné,Paris,Île-de-France,Paris,maison d’accueil de l’enfance Eleanor Roosevelt (Paris),750058901,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,48.876432984110295,2.4107420852392845,48.876432984110295,2.4107420852392845,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"maison d’accueil de l’enfance Eleanor Roosevelt (Paris), un emploi de directeur adjoint",MAISON ACCUEIL ENFANCE E ROOSEVELT MAISON ACCUEIL ENFANCE E ROOSEVELT,Très probable
124,directeur opérationnel de l’EHPAD Augé-Colin,Reims,Marne,Grand Est,Reims,"CHU de Reims, centre hospitalier d’Epernay, centre hospitalier de Montmirail, EHPAD d’Ay-Champagne et EHPAD d’Avize (direction commune) (Marne)",510026222,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,49.252809503872406,4.026848765629093,49.252809503872406,4.026848765629093,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"CHU de Reims, centre hospitalier d’Epernay, centre hospitalier de Montmirail, EHPAD d’Ay-Champagne et EHPAD d’Avize (direction commune) (Marne), un emploi de directeur opérationnel de l’EHPAD Augé-Colin",CENTRE DENTAIRE DE REIMS,Très probable
125,Directeur adjoint / directrice adjointe,Allonnes,Sarthe,Pays de la Loire,Allonnes,"EPSM de la Sarthe à Allonnes (Sarthe), un emploi d’adjoint au directeur du pôle médico-administratif",720007038,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,47.95906517921836,0.1599146808302609,47.95906517921836,0.1599146808302609,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPSM de la Sarthe à Allonnes (Sarthe), un emploi d’adjoint au directeur du pôle médico-administratif",IFSI DE L EPSM DE LA SARTHE,Très probable
126,directeur des ressources humaines et des affaires médicales,Antrain,Ille-et-Vilaine,Bretagne,Antrain,centre hospitalier de Fougères et centre hospitalier des Marches de Bretagne à Antrain (direction commune) (Ille-et-Vilaine),350000154,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.35844181905354,-1.1934643294887568,48.35844181905354,-1.1934643294887568,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Fougères et centre hospitalier des Marches de Bretagne à Antrain (direction commune) (Ille-et-Vilaine), un emploi de directeur des ressources humaines et des affaires médicales",C.H FOUGERES CENTRE HOSPITALIER DE FOUGERES,Très probable
127,directeur délégué de site,Morangis,Essonne,Île-de-France,Morangis,"EHPAD de Palaiseau, EHPAD de Sainte-Geneviève-des-Bois et SEGA (service essonnien du grand âge) à Morangis (direction commune) (Essonne)",910019462,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.70924705147232,2.327915611083548,48.70924705147232,2.327915611083548,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD de Palaiseau, EHPAD de Sainte-Geneviève-des-Bois et SEGA (service essonnien du grand âge) à Morangis (direction commune) (Essonne), un emploi de directeur délégué de site",EHPAD PUBLIC GENEVIEVE LAROQUE EHPAD PUBLIC DEPARTEMENTAL DE MORANGIS SITE PRINCIPAL,Très probable
128,directeur du pôle adulte,Non renseigné,Aisne,Hauts-de-France,Aisne,groupe EPHESE (établissements publics handicaps éducation soin emploi) (direction commune) (Aisne),Non publié dans l'avis,9,2025,Poste réservé aux élèves directeurs,Médico-social,Médico-social,49.56,3.62,Non renseigné,Non renseigné,Approximation départementale à géocoder précisément,Non renseigné,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"groupe EPHESE (établissements publics handicaps éducation soin emploi) (direction commune) (Aisne), un emploi de directeur du pôle adulte",Non renseigné,Non retenu - score insuffisant
129,"directeur de la filière gériatrique de la direction commune des centres hospitaliers sud Francilien et d’Arpajon, Adjoint au directeur du site d’Arpajon",Corbeil-Essonnes,Essonne,Île-de-France,Corbeil-Essonnes,centre hospitalier intercommunal Sud Francilien à Corbeil-Essonnes et centre hospitalier d’Arpajon (direction commune) (Essonne),910000314,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.598319185296766,2.479880350463417,48.598319185296766,2.479880350463417,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier intercommunal Sud Francilien à Corbeil-Essonnes et centre hospitalier d’Arpajon (direction commune) (Essonne), un emploi de directeur de la filière gériatrique de la direction commune des centres hospitaliers sud Francilien et d’Arpajon, Adjoint au directeur du site d’Arpajon",CH SUD FRANCILIEN CENTRE HOSPITALIER SUD FRANCILIEN CH LOUISE MICHEL,Très probable
130,directeur adjoint en charge du médico-social,St-Amand-les Eaux,Nord,Hauts-de-France,St-Amand-les Eaux,centre hospitalier de St-Amand-les Eaux et EHPAD « Résidence Dronsart » de Bouchain (Nord),590783304,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,50.27925182699791,3.31851511682977,50.27925182699791,3.31851511682977,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de St-Amand-les Eaux et EHPAD « Résidence Dronsart » de Bouchain (Nord), un emploi de directeur adjoint en charge du médico-social",EHPAD DRONSART EHPAD DRONSART,Très probable
131,"directeur de la stratégie humaine, de la qualité gestion des risques et de la coordination territoriale",Capesterre Belle Eau,Guadeloupe,Guadeloupe,Capesterre Belle Eau,centre hospitalier de Capesterre Belle Eau (Guadeloupe),970100459,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,16.006641675791762,-61.59344652024698,16.006641675791762,-61.59344652024698,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,UTM_N20",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Capesterre Belle Eau (Guadeloupe), un emploi de directeur de la stratégie humaine, de la qualité gestion des risques et de la coordination territoriale",C.H. DE CAPESTERRE-BELLE-EAU (EX HL) CENTRE HOSPITALIER DE CAPESTERRE-BELLE-EAU EX HÔPITAL LOCAL,Très probable
132,"directeur adjoint en charge des ressources humaines (médicales et non médicales), des relations sociales et du contrôle de gestion sociale de la direction commune",Corbie,Somme,Hauts-de-France,Corbie,centres hospitaliers d’Albert et de Corbie (direction commune) (Somme),800020448,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.906782481376325,2.506527841722746,49.906782481376325,2.506527841722746,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers d’Albert et de Corbie (direction commune) (Somme), un emploi de directeur adjoint en charge des ressources humaines (médicales et non médicales), des relations sociales et du contrôle de gestion sociale de la direction commune",MSP DE CORBIE MSP DE CORBIE,Très probable
133,"directeur adjoint en charge de la filière gériatrique, du pôle social et directeur délégué des Genêts d’Or",Villefranche-de-Rouergue,Aveyron,Occitanie,Villefranche-de-Rouergue,centre hospitalier de Villefranche-de-Rouergue et EHPAD « Les Genêts d’Or du Ségala » de Rieupeyroux (direction commune) (Aveyron),120000054,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.34233545010012,2.0321179371098044,44.34233545010012,2.0321179371098044,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Villefranche-de-Rouergue et EHPAD « Les Genêts d’Or du Ségala » de Rieupeyroux (direction commune) (Aveyron), un emploi de directeur adjoint en charge de la filière gériatrique, du pôle social et directeur délégué des Genêts d’Or",CH VILLEFRANCHE SITE CHARTREUSE CH VILLEFRANCHE DE ROUERGUE SITE LA CHARTREUSE,Très probable
134,"directeur adjoint chargé des relations avec les usagers, de la communication et de la politique des personnes âgées",Nord Mayenne,Mayenne,Pays de la Loire,Nord Mayenne,centre hospitalier de Nord Mayenne et hôpital de Villaines-la-Juhel (direction commune) (Mayenne),530000264,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.06510149850152,-0.783943367749715,48.06510149850152,-0.783943367749715,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Nord Mayenne et hôpital de Villaines-la-Juhel (direction commune) (Mayenne), un emploi de directeur adjoint chargé des relations avec les usagers, de la communication et de la politique des personnes âgées",CENTRE HOSPITALIER DE LAVAL CENTRE HOSPITALIER DE LAVAL,Très probable
135,"directeur adjoint au sein du département Ville-Médico-social Hôpital, en charge de la direction déléguée de l’EHPAD de Gondrecourt Le Château",Nancy,Meurthe-et-Moselle,Grand Est,Nancy,"centre hospitalier régional universitaire de Nancy, centres hospitaliers « Saint-Charles » de Toul, de Pont-à-Mousson, « Saint-Jacques » de Dieuze (Moselle), centre hospitalier intercommunal de Pompey Lay Saint-Christophe et EHPAD « Saint-Charles » de Vezelise, « Saint-Dominique » de Mars-La-Tour et « Jean-François Fidry » de Labry (direction commune) (Meurthe-et-Moselle)",540003043,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.68696494679469,6.191678529698561,48.68696494679469,6.191678529698561,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier régional universitaire de Nancy, centres hospitaliers « Saint-Charles » de Toul, de Pont-à-Mousson, « Saint-Jacques » de Dieuze (Moselle), centre hospitalier intercommunal de Pompey Lay Saint-Christophe et EHPAD « Saint-Charles » de Vezelise, « Saint-Dominique » de Mars-La-Tour et « Jean-François Fidry » de Labry (direction commune) (Meurthe-et-Moselle), un emploi de directeur adjoint au sein du département Ville-Médico-social Hôpital, en charge de la direction déléguée de l’EHPAD de Gondrecourt Le Château",CHRU NANCY - HOPITAL SAINT JULIEN CHRU NANCY - HOPITAL SAINT JULIEN,Très probable
136,directeur adjoint - délégué en charge des établissements de Flassans et Besse-sur-Issole,Flassans,Var,Provence-Alpes-Côte d'Azur,Flassans,CH Brignoles- Le Luc-en-Provence et EHPAD Flassans-sur-Issole (direction commune) (Var),830212742,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,43.40384413388224,6.073357616249265,43.40384413388224,6.073357616249265,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"CH Brignoles- Le Luc-en-Provence et EHPAD Flassans-sur-Issole (direction commune) (Var), un emploi de directeur adjoint - délégué en charge des établissements de Flassans et Besse-sur-Issole",CH BRIGNOLES SLD CH BRIGNOLES SLD,Probable - à contrôler
137,directeur délégué de la Venise Champenoise - directeur délégué de pôle,Châlons-en-Champagne,Marne,Grand Est,Châlons-en-Champagne,"centre hospitalier Léon-Bourgeois à Châlons-en-Champagne, EPSM de la Marne, centre hospitalier d’Argonne à Sainte-Ménéhould et EHPAD la clé des champs à Vienne-le-Château (direction commune) (Marne)",510025802,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.96310344714536,4.378286621057884,48.96310344714536,4.378286621057884,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier Léon-Bourgeois à Châlons-en-Champagne, EPSM de la Marne, centre hospitalier d’Argonne à Sainte-Ménéhould et EHPAD la clé des champs à Vienne-le-Château (direction commune) (Marne), un emploi de directeur délégué de la Venise Champenoise - directeur délégué de pôle",ALAJI CHALONS EN CHAMPAGNE,Très probable
138,directeur adjoint à la directrice déléguée en charge du site de Confolens,Ruffec,Charente,Nouvelle-Aquitaine,Ruffec,"centres hospitaliers d’Angoulême, de la Rochefoucauld, de Ruffec, de Confolens et EHPAD d’Aigre (direction commune) (Charente)",160007092,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.027075633846096,0.196321756308019,46.027075633846096,0.196321756308019,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers d’Angoulême, de la Rochefoucauld, de Ruffec, de Confolens et EHPAD d’Aigre (direction commune) (Charente), un emploi de directeur adjoint à la directrice déléguée en charge du site de Confolens",EHPAD LES BOUTONS D'OR EHPAD LES BOUTONS D'OR,Possible - contrôle nécessaire
139,directeur adjoint des affaires financières,Haut-Var,Haut-Var,Provence-Alpes-Côte d'Azur,Haut-Var,"EHPAD « résidence la source », EHPAD « l’Oustaou de Zaou », IME du Haut-Var, SESSAD de Haut-Var et ESAT du Haut-Var (direction commune) (Haut-Var)",620105221,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,50.39919585159756,2.101411859635611,50.39919585159756,2.101411859635611,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD « résidence la source », EHPAD « l’Oustaou de Zaou », IME du Haut-Var, SESSAD de Haut-Var et ESAT du Haut-Var (direction commune) (Haut-Var), un emploi de directeur adjoint des affaires financières",EHPAD EHPAD,Très probable
140,Directeur adjoint / directrice adjointe,Caen,Calvados,Normandie,Caen,"CHU de Caen, centre hospitalier de Falaise et centre hospitalier de la Côte Fleurie (Calvados), un emploi d’adjoint au directeur du site du centre hospitalier de la Côte Fleurie",140000209,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.20831496223478,-0.3624604032951395,49.20831496223478,-0.3624604032951395,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"CHU de Caen, centre hospitalier de Falaise et centre hospitalier de la Côte Fleurie (Calvados), un emploi d’adjoint au directeur du site du centre hospitalier de la Côte Fleurie",CHU COTE DE NACRE - CAEN CENTRE HOSPITALIER UNIVERSITAIRE COTE DE NACRE,Très probable
141,Directeur adjoint / directrice adjointe,Chatillon-sur-Indre,Indre,Centre-Val de Loire,Chatillon-sur-Indre,"centre hospitalier de Chatillon-sur-Indre, EHPAD de Mézières-en-Brenne, centre hospitalier de Buzançais et EHPAD de Clion-sur-Indre (direction commune) (Indre), un emploi d’adjoint au directeur en charge du pôle ressources transversales du CHVI",360000202,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.98880041129884,1.1646916963292384,46.98880041129884,1.1646916963292384,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Chatillon-sur-Indre, EHPAD de Mézières-en-Brenne, centre hospitalier de Buzançais et EHPAD de Clion-sur-Indre (direction commune) (Indre), un emploi d’adjoint au directeur en charge du pôle ressources transversales du CHVI",CH CHATILLON SUR INDRE,Très probable
142,directeur délégué adjoint du centre hospitalier de Saint-Laurent-du-Pont,Grenoble,Isère,Auvergne-Rhône-Alpes,Grenoble,"centre hospitalier universitaire de Grenoble, centres hospitaliers de La Mure, de Saint-Geoire-en-Valdaine, de Saint-Laurent-du-Pont et EHPAD d’Entre-deux-Guiers et de Voreppe (Isère)",380786590,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.18655882265683,5.713663795226677,45.18655882265683,5.713663795226677,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier universitaire de Grenoble, centres hospitaliers de La Mure, de Saint-Geoire-en-Valdaine, de Saint-Laurent-du-Pont et EHPAD d’Entre-deux-Guiers et de Voreppe (Isère), un emploi de directeur délégué adjoint du centre hospitalier de Saint-Laurent-du-Pont",EHPAD SAINT-BRUNO GRENOBLE EHPAD SAINT-BRUNO GRENOBLE,Très probable
143,directeur adjoint,Banyuls,Pyrénées-Orientales,Occitanie,Banyuls,"EHPAD de Banyuls, de Port Vendres, d’Arles-sur-Tech et Prats-de-Mollo-la-Preste (direction commune) (Pyrénées-Orientales)",660781121,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,42.45934929869987,2.6366569204316237,42.45934929869987,2.6366569204316237,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD de Banyuls, de Port Vendres, d’Arles-sur-Tech et Prats-de-Mollo-la-Preste (direction commune) (Pyrénées-Orientales), un emploi de directeur adjoint",EHPAD BAPTISTE PAMS EHPAD BAPTISTE PAMS ARLES SUR TECH,Probable - à contrôler
144,"directeur de la filière gériatrique du GH70 - directeur référent des hôpitaux de proximité de Gray, Lure et Luxeuil-les-Bains : axe stratégie et coordination territoriale",Gray,Haute-Saône,Bourgogne-Franche-Comté,Gray,groupe hospitalier de la Haute-Saône (Haute-Saône),700000011,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,47.44646336283676,5.587263904340236,47.44646336283676,5.587263904340236,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"groupe hospitalier de la Haute-Saône (Haute-Saône), un emploi de directeur de la filière gériatrique du GH70 - directeur référent des hôpitaux de proximité de Gray, Lure et Luxeuil-les-Bains : axe stratégie et coordination territoriale",GH HAUTE SAONE SITE GRAY GH HAUTE SAONE SITE GRAY,Très probable
